ticket_key,issue_type,severity
9025,Login Issue,Medium
9026,Login Issue,Low
9027,Login Issue,Medium
9028,Fraud Alert,Critical
9029,Billing,Low
9030,Login Issue,Medium
9031,Fraud Alert,Low
9032,Fraud Alert,Low
9033,Loan Query,Medium
9034,Card Problem,Low
9035,Billing,Low
9036,Loan Query,Medium
9037,Card Problem,Medium
9038,Billing,Medium
9039,App Bug,High
9040,Card Problem,Medium
9041,App Bug,Low
9042,Loan Query,Low
9043,Fraud Alert,Medium
9044,Billing,High
9045,Billing,High
9046,Login Issue,Medium
9047,App Bug,Low
9048,Fraud Alert,Medium
9049,Card Problem,Low
9050,Billing,Low
9051,Login Issue,High
9052,Billing,Low
9053,Card Problem,Low
9054,Fraud Alert,Low
9055,Billing,High
9056,Billing,Low
9057,Card Problem,High
9058,Loan Query,Low
9059,Card Problem,Low
9060,Loan Query,Medium
9062,Card Problem,Low
9063,Loan Query,Medium
9064,Fraud Alert,Low
9065,Card Problem,Low
9066,Login Issue,High
9067,Billing,Low
9068,Billing,High
9069,Card Problem,High
9070,App Bug,Medium
9071,Fraud Alert,High
9072,Card Problem,Low
9073,Card Problem,Critical
9074,Billing,Low
9075,Fraud Alert,Low
9076,Login Issue,High
9077,Card Problem,Low
9078,Card Problem,High
9079,Login Issue,High
9080,Login Issue,Low
9081,Billing,High
9082,App Bug,Low
9083,Card Problem,Medium
9084,Billing,Medium
9085,Card Problem,Low
9086,Billing,Medium
9087,App Bug,Low
9088,Card Problem,Medium
9089,Card Problem,High
9090,Billing,Medium
9091,Billing,Medium
9092,App Bug,High
9093,App Bug,Low
9094,App Bug,Critical
9095,App Bug,High
9096,Login Issue,Low
9097,App Bug,Medium
9098,Fraud Alert,Low
9099,Login Issue,Critical
9100,App Bug,High
9101,Login Issue,High
9102,Billing,Low
9103,Billing,Medium
9104,Login Issue,Low
9106,Login Issue,High
9107,Billing,Critical
9108,Card Problem,Low
9109,Card Problem,High
9110,Loan Query,Low
9112,Billing,Medium
9113,Card Problem,Medium
9114,Login Issue,Medium
9115,App Bug,Low
9116,Loan Query,Low
9117,App Bug,Medium
9118,Fraud Alert,Low
9119,App Bug,Medium
9120,Billing,High
9121,Loan Query,Low
9122,Loan Query,Low
9123,Fraud Alert,Medium
9124,App Bug,Medium
9125,App Bug,Low
9126,Login Issue,High
9127,Loan Query,High
9128,Fraud Alert,Low
9129,Login Issue,Low
9130,Loan Query,Low
9131,Card Problem,High
9132,Fraud Alert,Medium
9133,Loan Query,Medium
9134,Loan Query,High
9135,App Bug,Medium
9136,App Bug,High
9137,App Bug,Medium
9138,Card Problem,Low
9139,Card Problem,Low
9140,Loan Query,Medium
9141,Loan Query,Low
9142,App Bug,Medium
9143,Billing,Critical
9144,Billing,High
9145,Billing,Medium
9146,Login Issue,Low
9147,Loan Query,Low
9148,Login Issue,Low
9149,Loan Query,Medium
9150,Card Problem,High
9151,Card Problem,Medium
9152,Billing,Low
9153,Login Issue,Medium
9154,Card Problem,High
9155,Billing,Medium
9156,Fraud Alert,Medium
9157,Fraud Alert,Low
9158,App Bug,Medium
9159,App Bug,Low
9160,Login Issue,Low
9161,Card Problem,Low
9162,Loan Query,Low
9163,App Bug,Low
9164,Fraud Alert,Medium
9165,Card Problem,High
9166,Billing,Medium
9167,Card Problem,Medium
9168,Login Issue,Medium
9169,Billing,Low
9170,Login Issue,Low
9171,App Bug,Low
9172,Card Problem,Low
9173,Login Issue,Low
9174,Fraud Alert,Low
9175,Loan Query,Medium
9176,Loan Query,Critical
9177,Loan Query,Critical
9178,App Bug,Low
9179,Loan Query,Medium
9180,Fraud Alert,Medium
9181,Login Issue,Medium
9182,Loan Query,Medium
9183,Billing,High
9184,Card Problem,Medium
9185,Login Issue,Medium
9186,Login Issue,Medium
9187,Login Issue,Low
9188,Fraud Alert,Low
9189,Login Issue,Medium
9190,Card Problem,Medium
9191,Billing,High
9192,App Bug,Medium
9193,App Bug,Medium
9194,Fraud Alert,High
9195,Fraud Alert,Low
9196,Card Problem,Medium
9197,Fraud Alert,Low
9198,Card Problem,Medium
9199,Billing,Low
9200,Billing,Medium
9201,Fraud Alert,Medium
9202,Loan Query,Low
9203,Card Problem,Low
9204,Login Issue,Medium
9205,Loan Query,Medium
9206,Loan Query,Low
9207,Fraud Alert,Low
9208,Login Issue,High
9209,App Bug,Medium
9210,Card Problem,Low
9211,Loan Query,Low
9212,Login Issue,Critical
9213,App Bug,High
9214,Login Issue,Low
9215,Billing,Low
9216,Loan Query,Medium
9217,App Bug,High
9218,App Bug,Low
9219,Card Problem,Medium
9220,Login Issue,Low
9221,Loan Query,Low
9222,App Bug,Medium
9223,Billing,Medium
9224,Billing,Medium
9225,Fraud Alert,High
9226,Loan Query,Critical
9227,Loan Query,Medium
9228,App Bug,Medium
9229,Login Issue,High
9230,Loan Query,Low
9231,App Bug,Low
9232,Loan Query,Medium
9233,App Bug,Medium
9234,Billing,Low
9235,App Bug,Critical
9236,Loan Query,Medium
9237,Login Issue,Medium
9238,Loan Query,Low
9239,Billing,Low
9240,App Bug,Low
9241,App Bug,Low
9242,Fraud Alert,Critical
9243,App Bug,Low
9244,Card Problem,Low
9245,Login Issue,Medium
9246,Loan Query,High
9247,Billing,Low
9248,Login Issue,Low
9249,Login Issue,Medium
9250,Loan Query,High
9251,Fraud Alert,Low
9252,Billing,High
9253,Loan Query,Low
9254,Card Problem,Low
9255,Card Problem,Low
9256,App Bug,Low
9257,Fraud Alert,Medium
9258,Billing,Low
9259,Loan Query,Low
9260,Fraud Alert,Low
9261,Card Problem,Critical
9262,Billing,Low
9263,Billing,Low
9264,Billing,Medium
9265,Billing,High
9266,App Bug,Low
9267,Login Issue,Low
9268,Billing,Medium
9269,Card Problem,High
9270,Loan Query,Low
9271,Card Problem,Medium
9272,Fraud Alert,Critical
9273,Login Issue,Critical
9275,Loan Query,Medium
9276,Fraud Alert,Medium
9277,Login Issue,Medium
9278,Loan Query,High
9279,Loan Query,Medium
9280,Card Problem,Medium
9281,Fraud Alert,Low
9282,App Bug,Medium
9283,Billing,Medium
9284,Card Problem,Medium
9285,Fraud Alert,Medium
9286,Fraud Alert,Low
9287,Card Problem,Low
9288,Loan Query,Low
9289,Fraud Alert,Medium
9290,Billing,Low
9291,Fraud Alert,Low
9292,Card Problem,High
9293,Login Issue,High
9294,Login Issue,Low
9295,App Bug,Low
9296,Billing,High
9297,Loan Query,High
9298,Billing,Low
9299,Loan Query,Medium
9300,Fraud Alert,Low
9301,App Bug,Medium
9302,Fraud Alert,Medium
9303,Billing,Low
9304,App Bug,Medium
9305,Loan Query,Critical
9306,Fraud Alert,Medium
9307,Login Issue,High
9308,Billing,Low
9309,Login Issue,Medium
9310,Loan Query,Low
9311,App Bug,Medium
9312,Loan Query,Low
9313,Card Problem,Medium
9314,Fraud Alert,Critical
9315,Loan Query,Medium
9316,Billing,Low
9317,Fraud Alert,Medium
9318,Card Problem,High
9319,App Bug,Low
9320,Card Problem,Medium
9321,Loan Query,Low
9322,Login Issue,Low
9323,Loan Query,Low
9324,Loan Query,Low
9325,Loan Query,High
9326,Login Issue,Low
9327,Login Issue,Medium
9328,Loan Query,Low
9329,App Bug,Critical
9330,Fraud Alert,Low
9331,Login Issue,Medium
9332,Fraud Alert,Low
9333,Card Problem,Medium
9334,Card Problem,Medium
9335,App Bug,Medium
9336,Fraud Alert,Low
9337,Loan Query,Low
9338,Fraud Alert,High
9339,Fraud Alert,Low
9340,Fraud Alert,Low
9341,Fraud Alert,Low
9342,App Bug,Low
9343,Card Problem,Critical
9344,Loan Query,Medium
9346,Login Issue,Critical
9347,Billing,Medium
9348,Login Issue,Low
9349,App Bug,Low
9350,Login Issue,Medium
9351,Card Problem,Low
9352,App Bug,Medium
9353,Fraud Alert,Low
9355,Loan Query,Low
9356,App Bug,Low
9357,Login Issue,Low
9358,Fraud Alert,High
9359,Login Issue,Low
9360,Fraud Alert,Low
9361,Login Issue,Medium
9362,App Bug,Low
9363,Fraud Alert,Low
9364,Card Problem,Low
9365,Fraud Alert,Medium
9366,Fraud Alert,Low
9367,Login Issue,High
9368,App Bug,Low
9369,Loan Query,Low
9370,Billing,Low
9371,Billing,Low
9372,Billing,Medium
9373,Loan Query,Low
9374,Login Issue,High
9375,Fraud Alert,Low
9376,Login Issue,Medium
9377,Card Problem,High
9378,Login Issue,Medium
9379,Card Problem,Low
9380,Billing,Low
9381,Fraud Alert,Low
9382,App Bug,Low
9383,Fraud Alert,Medium
9384,Card Problem,Medium
9385,Card Problem,Low
9386,Loan Query,Medium
9387,Loan Query,Medium
9388,Card Problem,Medium
9389,App Bug,Medium
9390,Login Issue,Medium
9391,Billing,Medium
9392,Fraud Alert,Medium
9393,Card Problem,Low
9394,App Bug,Low
9395,Billing,Critical
9396,App Bug,Low
9397,Billing,Medium
9398,Fraud Alert,Medium
9399,Billing,Medium
9400,App Bug,Medium
9401,Billing,Low
9402,Billing,Low
9403,Login Issue,Medium
9404,App Bug,Low
9405,App Bug,Low
9406,Billing,Low
9407,Login Issue,Medium
9408,Loan Query,Low
9409,Fraud Alert,Medium
9410,Billing,Low
9411,Billing,Low
9412,App Bug,Medium
9413,App Bug,High
9414,Billing,Low
9415,Fraud Alert,Low
9416,Card Problem,Medium
9417,Loan Query,Low
9418,Billing,Medium
9419,Card Problem,Medium
9420,App Bug,Low
9421,Billing,High
9422,Login Issue,Low
9423,Loan Query,Medium
9424,Billing,Medium
9425,Card Problem,Medium
9426,Login Issue,Critical
9427,Fraud Alert,High
9428,Billing,Medium
9429,Fraud Alert,Low
9430,Login Issue,Medium
9431,Fraud Alert,High
9432,Login Issue,High
9433,Billing,Low
9434,Fraud Alert,Low
9435,Loan Query,Medium
9436,Fraud Alert,High
9437,Billing,Medium
9438,App Bug,Low
9439,Login Issue,Low
9440,Card Problem,Medium
9442,Fraud Alert,Low
9443,Card Problem,Medium
9444,App Bug,Medium
9445,Billing,Medium
9446,Loan Query,High
9447,Loan Query,Low
9448,Loan Query,Medium
9449,Card Problem,Critical
9450,Loan Query,Medium
9451,Loan Query,High
9452,Card Problem,Medium
9453,Card Problem,Medium
9454,Card Problem,Medium
9455,Fraud Alert,Low
9456,Billing,Medium
9457,Login Issue,Medium
9458,Fraud Alert,Medium
9459,Loan Query,Low
9460,Loan Query,High
9461,Login Issue,Low
9462,Loan Query,Medium
9463,Card Problem,Low
9464,Card Problem,Medium
9465,Loan Query,Critical
9466,Loan Query,Low
9467,Fraud Alert,Low
9468,Fraud Alert,Low
9469,Billing,Critical
9470,Loan Query,Medium
9471,Loan Query,Low
9472,Billing,High
9473,Fraud Alert,High
9474,Fraud Alert,High
9475,App Bug,Low
9476,Fraud Alert,Low
9477,Card Problem,High
9478,Billing,Low
9479,Loan Query,Low
9480,Fraud Alert,Medium
9481,Billing,Critical
9482,Card Problem,High
9483,Loan Query,Medium
9484,Card Problem,Low
9485,Card Problem,Medium
9486,Billing,Medium
9487,Loan Query,High
9488,Fraud Alert,Low
9489,Card Problem,Low
9490,App Bug,Low
9491,Billing,Low
9492,Loan Query,Medium
9493,Loan Query,Low
9494,Fraud Alert,High
9495,Card Problem,Medium
9496,Loan Query,Low
9497,Loan Query,High
9498,Loan Query,Low
9499,Loan Query,High
9500,Billing,Medium
9501,Login Issue,Low
9502,Card Problem,High
9503,Billing,Medium
9504,Billing,Low
9505,Loan Query,Low
9506,Billing,Medium
9507,Billing,Medium
9508,Billing,Medium
9509,Billing,Low
9510,App Bug,Low
9511,Billing,Low
9512,Fraud Alert,Low
9513,Loan Query,Low
9514,Login Issue,Low
9515,Loan Query,Medium
9516,App Bug,Low
9517,Card Problem,Low
9518,Login Issue,Low
9519,Card Problem,High
9520,App Bug,Low
9521,Billing,Low
9522,Fraud Alert,Low
9523,App Bug,Medium
9524,Card Problem,Low
9525,Fraud Alert,Critical
9526,Login Issue,Medium
9527,Card Problem,Medium
9528,Billing,Low
9529,Loan Query,Medium
9530,Billing,Critical
9531,Billing,Medium
9532,App Bug,Medium
9533,Card Problem,Low
9534,Billing,High
9535,Card Problem,Low
9536,Card Problem,Medium
9537,Billing,Low
9538,Billing,Low
9539,Card Problem,Medium
9540,App Bug,Low
9541,Fraud Alert,Low
9542,Card Problem,Medium
9543,Login Issue,Medium
9544,Card Problem,Low
9545,App Bug,Medium
9546,Billing,Medium
9547,Fraud Alert,High
9548,App Bug,Low
9549,Card Problem,Medium
9550,Card Problem,Medium
9551,Fraud Alert,Low
9552,Loan Query,High
9553,Fraud Alert,Low
9554,Fraud Alert,Low
9555,Billing,Low
9556,Loan Query,Medium
9557,Loan Query,Low
9558,Fraud Alert,High
9559,Billing,Low
9560,Fraud Alert,Low
9561,Card Problem,High
9562,Loan Query,Low
9563,Fraud Alert,Low
9564,Loan Query,High
9565,Fraud Alert,Medium
9566,App Bug,Low
9567,Loan Query,High
9568,Fraud Alert,High
9569,Card Problem,High
9570,Fraud Alert,Medium
9571,Card Problem,High
9572,Loan Query,Medium
9573,Billing,Low
9574,App Bug,Low
9575,Billing,Low
9576,Login Issue,Critical
9577,Login Issue,High
9578,App Bug,High
9579,Billing,Medium
9580,Billing,Medium
9581,App Bug,Low
9582,App Bug,Medium
9583,Billing,Critical
9584,Loan Query,High
9585,Login Issue,Low
9586,Card Problem,Low
9587,Login Issue,Medium
9588,Loan Query,Low
9589,Fraud Alert,Medium
9590,Billing,Critical
9591,Loan Query,Medium
9592,Login Issue,Low
9593,Loan Query,Low
9594,Loan Query,Medium
9595,Login Issue,Medium
9596,Fraud Alert,High
9597,Fraud Alert,High
9598,Fraud Alert,Low
9599,App Bug,Medium
9600,Billing,Medium
9601,Loan Query,Medium
9602,Login Issue,Low
9603,Fraud Alert,Medium
9604,App Bug,Medium
9605,Fraud Alert,Low
9606,Billing,Medium
9607,Loan Query,Low
9608,Loan Query,Low
9609,Card Problem,Low
9610,Loan Query,Low
9611,Fraud Alert,Medium
9612,Billing,Medium
9613,Loan Query,Low
9614,Loan Query,Low
9615,Fraud Alert,Medium
9616,Login Issue,High
9617,App Bug,Low
9618,Card Problem,Low
9620,Fraud Alert,High
9621,App Bug,High
9622,Fraud Alert,Low
9623,App Bug,Medium
9624,Fraud Alert,Low
9625,Card Problem,High
9626,Card Problem,Critical
9627,Loan Query,Medium
9628,Loan Query,Critical
9629,App Bug,Low
9630,Login Issue,Medium
9631,Login Issue,High
9632,Login Issue,Low
9633,Fraud Alert,High
9634,App Bug,Low
9635,Billing,Low
9636,Loan Query,Low
9637,App Bug,Medium
9638,App Bug,High
9639,Login Issue,Critical
9640,Fraud Alert,Medium
9641,Fraud Alert,Medium
9642,Card Problem,Critical
9643,Billing,Low
9644,Card Problem,High
9645,Fraud Alert,High
9646,Loan Query,Low
9647,App Bug,Low
9648,Fraud Alert,Medium
9649,Loan Query,Low
9650,Billing,Medium
9651,Card Problem,High
9652,Login Issue,Medium
9653,Billing,Low
9654,Loan Query,Medium
9655,Loan Query,Medium
9656,App Bug,Medium
9657,Billing,Low
9658,App Bug,Medium
9659,Loan Query,Medium
9660,Billing,Low
9661,Billing,Low
9662,Fraud Alert,Medium
9663,App Bug,Medium
9664,App Bug,Low
9665,Loan Query,High
9666,Billing,Low
9667,Loan Query,Medium
9668,Loan Query,Medium
9669,Login Issue,High
9670,Fraud Alert,Low
9671,Login Issue,Medium
9672,Fraud Alert,High
9673,Login Issue,Medium
9674,Card Problem,Low
9675,Loan Query,Low
9676,Fraud Alert,High
9677,App Bug,Medium
9678,Loan Query,Low
9679,Billing,Medium
9680,App Bug,Low
9681,Card Problem,Low
9682,Billing,High
9683,Billing,Medium
9684,Billing,Medium
9685,Billing,Medium
9686,Billing,Low
9687,Login Issue,Medium
9688,Loan Query,Medium
9689,Loan Query,Low
9690,App Bug,Medium
9691,Fraud Alert,Low
9692,Loan Query,Medium
9693,Login Issue,Low
9694,Loan Query,Low
9695,Loan Query,Low
9696,Loan Query,Medium
9697,App Bug,Low
9698,App Bug,Low
9699,Loan Query,Medium
9700,App Bug,High
9701,Login Issue,Low
9702,Fraud Alert,Low
9703,Loan Query,Low
9704,Loan Query,Medium
9705,App Bug,High
9706,Fraud Alert,High
9707,Billing,High
9708,Fraud Alert,Low
9709,App Bug,Low
9710,Loan Query,Medium
9711,Billing,High
9712,Card Problem,Low
9713,Login Issue,Critical
9714,Loan Query,Medium
9715,Billing,Critical
9716,Loan Query,Low
9717,App Bug,Low
9718,Billing,Medium
9719,App Bug,Medium
9720,Login Issue,Low
9721,Fraud Alert,High
9722,App Bug,High
9723,Billing,Medium
9724,Login Issue,Low
9725,Card Problem,Critical
9726,Fraud Alert,Low
9727,Fraud Alert,Low
9728,Loan Query,Low
9729,Login Issue,Medium
9730,Login Issue,Medium
9731,Card Problem,Medium
9732,App Bug,High
9733,Login Issue,Low
9734,Card Problem,Low
9735,Loan Query,High
9736,App Bug,Medium
9737,App Bug,Medium
9738,Billing,High
9739,Loan Query,Medium
9740,Login Issue,Medium
9741,App Bug,High
9742,Login Issue,Low
9743,Fraud Alert,Low
9744,Fraud Alert,Medium
9746,Card Problem,Medium
9747,Fraud Alert,Medium
9748,Card Problem,High
9749,Fraud Alert,Low
9750,Fraud Alert,Medium
9751,Billing,High
9753,Billing,Low
9754,App Bug,Medium
9755,App Bug,High
9756,Loan Query,Low
9757,Fraud Alert,Low
9759,Billing,Low
9760,Login Issue,Medium
9761,App Bug,High
9762,Fraud Alert,Low
9763,Loan Query,Medium
9764,Loan Query,Low
9765,Billing,Medium
9766,Loan Query,Critical
9767,Billing,Medium
9768,Login Issue,Low
9769,Billing,Medium
9770,Billing,Low
9771,Login Issue,Low
9772,Loan Query,Medium
9773,Card Problem,Low
9774,Fraud Alert,Low
9775,Loan Query,Medium
9776,App Bug,Medium
9777,Fraud Alert,Medium
9778,Card Problem,Low
9779,App Bug,Critical
9780,Billing,Medium
9781,App Bug,Medium
9782,Billing,Medium
9783,Billing,Medium
9784,Loan Query,Low
9785,Login Issue,Critical
9786,Login Issue,Low
9787,Login Issue,Low
9788,Fraud Alert,Medium
9789,Loan Query,Low
9790,Login Issue,High
9791,App Bug,Critical
9792,Fraud Alert,Medium
9793,Login Issue,Medium
9794,Loan Query,Medium
9795,Loan Query,High
9796,Login Issue,High
9797,Loan Query,High
9798,Billing,Critical
9799,Loan Query,Medium
9800,Billing,Medium
9801,Fraud Alert,Low
9802,Card Problem,Low
9803,Fraud Alert,Medium
9804,Billing,Low
9805,Fraud Alert,Low
9806,Billing,High
9807,App Bug,Low
9808,App Bug,Low
9809,Fraud Alert,Medium
9810,App Bug,Medium
9811,Login Issue,Medium
9812,Loan Query,Medium
9813,Login Issue,High
9814,Fraud Alert,Low
9815,Billing,Medium
9816,Card Problem,Low
9818,Billing,Critical
9819,App Bug,High
9820,Fraud Alert,Low
9821,Loan Query,High
9822,App Bug,Low
9823,Card Problem,Low
9824,Card Problem,Medium
9825,Login Issue,Medium
9826,Loan Query,Low
9827,Login Issue,Medium
9828,App Bug,Medium
9829,Billing,Low
9830,Login Issue,Critical
9831,Billing,Low
9832,Billing,Low
9833,App Bug,Critical
9834,App Bug,Low
9835,Fraud Alert,Medium
9837,Login Issue,Low
9838,Card Problem,High
9839,Loan Query,Medium
9840,Loan Query,Medium
9841,Card Problem,High
9842,Card Problem,Low
9843,Card Problem,High
9844,Login Issue,Medium
9845,Card Problem,Low
9846,Login Issue,Medium
9847,Loan Query,Medium
9848,Loan Query,Medium
9849,Card Problem,Low
9850,Card Problem,Low
9851,Billing,Low
9852,Fraud Alert,High
9853,Billing,Low
9854,Fraud Alert,Medium
9855,Card Problem,Medium
9856,Loan Query,Low
9857,Fraud Alert,Low
9858,Login Issue,Low
9859,Fraud Alert,Low
9860,Fraud Alert,Medium
9861,Loan Query,Medium
9862,Card Problem,Low
9863,Login Issue,Low
9864,Loan Query,Medium
9865,App Bug,Low
9866,Login Issue,Medium
9867,App Bug,Medium
9868,Login Issue,High
9869,Loan Query,Low
9870,Card Problem,High
9871,Login Issue,Medium
9872,Loan Query,Low
9873,Login Issue,Medium
9874,Billing,Low
9875,Login Issue,High
9876,Login Issue,Medium
9878,Loan Query,Low
9879,Fraud Alert,High
9880,Card Problem,Low
9881,Card Problem,Medium
9882,App Bug,Medium
9883,Login Issue,High
9884,Loan Query,Medium
9885,Billing,Medium
9886,Fraud Alert,Medium
9887,Card Problem,High
9888,Loan Query,Medium
9889,Card Problem,Medium
9890,Loan Query,Medium
9891,Fraud Alert,High
9892,Login Issue,Low
9893,Card Problem,High
9894,Loan Query,Medium
9895,Login Issue,Critical
9896,Login Issue,Medium
9897,Card Problem,Low
9898,Card Problem,Low
9899,Login Issue,Medium
9900,Billing,High
9901,Login Issue,Low
9902,Loan Query,Low
9903,Card Problem,Medium
9904,App Bug,Medium
9905,App Bug,High
9906,App Bug,High
9907,Fraud Alert,Medium
9908,App Bug,Medium
9909,Fraud Alert,High
9910,Login Issue,Critical
9911,Card Problem,Medium
9912,Card Problem,Low
9913,Fraud Alert,Low
9914,Login Issue,Low
9915,Card Problem,Low
9916,Card Problem,Medium
9917,Card Problem,Medium
9918,Fraud Alert,Medium
9919,Fraud Alert,Low
9920,Login Issue,Low
9921,App Bug,Low
9922,Billing,Medium
9923,App Bug,Low
9924,Login Issue,Medium
9925,Loan Query,Low
9926,App Bug,High
9927,Card Problem,High
9928,App Bug,Critical
9929,Loan Query,Medium
9930,App Bug,Low
9931,Billing,Low
9932,Billing,Low
9933,Billing,Critical
9934,Login Issue,Medium
9935,Billing,High
9936,Card Problem,High
9937,Loan Query,High
9938,App Bug,Medium
9939,App Bug,Low
9940,Card Problem,Medium
9941,Fraud Alert,Low
9942,Loan Query,Low
9943,Login Issue,Low
9944,Fraud Alert,Low
9945,App Bug,Low
9946,Card Problem,Low
9947,App Bug,High
9948,Loan Query,Low
9949,Login Issue,Medium
9950,Billing,High
9951,Billing,Low
9952,Login Issue,High
9953,Loan Query,Low
9954,Loan Query,Medium
9955,Login Issue,Low
9956,Login Issue,Low
9957,Card Problem,Low
9958,Loan Query,Low
9959,Loan Query,Medium
9960,Login Issue,Low
9961,Card Problem,Medium
9962,Billing,High
9963,App Bug,Low
9964,Card Problem,High
9965,App Bug,Low
9966,Billing,Critical
9967,Card Problem,High
9968,Loan Query,High
9969,Loan Query,Medium
9970,Loan Query,Medium
9971,Billing,Medium
9972,Loan Query,High
9973,Billing,Low
9974,Fraud Alert,Medium
9975,Loan Query,Medium
9976,Loan Query,Medium
9977,Login Issue,Medium
9978,Billing,Critical
9979,Login Issue,Critical
9980,Billing,Medium
9981,Fraud Alert,Low
9982,Login Issue,Low
9983,Loan Query,High
9984,App Bug,Medium
9985,Billing,Medium
9986,Billing,Low
9987,Fraud Alert,Low
9988,Card Problem,Medium
9989,App Bug,Critical
9990,Card Problem,Medium
9991,Fraud Alert,Low
9992,Billing,High
9993,Fraud Alert,Low
9994,Loan Query,Medium
9995,Card Problem,Medium
9996,Card Problem,Medium
9997,Login Issue,Medium
9998,Card Problem,High
9999,Card Problem,Medium
10000,Card Problem,Medium
10001,Fraud Alert,Medium
10002,Fraud Alert,High
10003,App Bug,Low
10004,Billing,Medium
10005,Loan Query,Medium
